Total Time,Memory Usage,num_samples,num_features,dataset_size
998.4606554508209,118477918,2921876,21,559.53106
255.2210178375244,30109805,818794,19,141.960498
415.52883195877075,336871243,2832168,10,259.726891
94.060950756073,32687026,433885,13,51.59905
1138.4932534694672,130124131,1374563,48,599.887744
2101.0294880867004,39295,2739921,45,1121.154936
128.42650532722473,18749276,1613650,6,89.454136
191.1637406349182,35881274,4637749,4,172.909388
962.7009634971619,114466871,2696149,22,540.766974
38.6640784740448,4973997,412254,6,22.851742
259.42979431152344,37047257,2737336,7,176.556768
565.3201603889465,66942660,1925608,18,316.344759
1843.9789888858795,61071,3849169,29,1016.373232
93.13916182518005,9911740,122994,41,45.871611
640.7927670478821,72908394,1109109,34,343.181055
706.4433369636536,86789116,3211205,14,411.015381
344.63713216781616,39100345,463735,43,181.352912
1950.5720427036285,113716616,3223572,32,938.91067
1764.1523923873901,39292,4898270,22,982.432968
218.80273509025574,24715142,491138,26,116.320661
823.7568991184235,105816123,4983520,11,502.215699
606.0311284065247,71446002,1850064,20,337.51055
26.630206823349,2572101,45378,27,11.156504
1576.1019747257233,40353914,3052187,31,861.315033
2596.2934131622314,754520019,4820303,29,1272.877266
378.75682401657104,342935652,3426868,8,252.102079
1197.9462316036224,87227711,4145034,18,680.973833
350.7397389411926,236022061,1215211,18,199.646086
918.5104808807373,108202207,2436640,23,510.843702
917.7289364337921,114988191,4581763,13,544.883988
2270.3388237953186,693811506,3171259,38,1096.311362
27.401740312576294,3189975,223898,7,14.439532
486.6137492656708,55998896,905231,32,263.671047
625.2115473747253,73344617,1727751,22,346.525421
886.086669921875,101841801,1209330,43,472.913328
252.6040723323822,28829753,464514,32,135.316363
251.28499150276184,28185673,454753,32,132.454894
575.1062514781952,73297094,3450688,11,347.754958
296.82029700279236,34600921,852316,21,163.184326
1129.364529132843,129757796,1976551,34,611.60625
1392.261914730072,77783908,3018780,28,769.73936
1636.0775182247162,46836994,3062014,32,891.874045
1560.2984824180603,830376879,2508268,37,844.386954
434.37255692481995,49360756,708019,36,231.885998
1045.8309597969055,123629620,2910743,22,583.76192
1803.1778173446655,54682,3485166,31,983.493697
1168.216730594635,135046583,2591632,27,637.261636
355.334214925766,54338363,4686255,6,259.770587
1040.6959404945374,128727923,4446149,15,609.429296
312.39632296562195,35296005,398274,45,162.969388
2568.7158629894257,643046151,3140998,39,1114.35256
